Artefact Materials
Venator dagger
,Samite silk,22
Inquisitor's seal
,Tyrian purple,14
,Zarosian insignia,20
,Ancient vis,14
,Goldrune,14
'The Lake of Fire' painting
,Samite silk,10
,White oak,10
,Vellum,10
,Cadmium red,34
'Lust' metal sculpture
,Third Age iron,16
,Eye of Dagon,24
,Goldrune,24
,Ruby,1
Gladiator helmet
,Imperial steel,30
,Blood of Orcus,16
,Leather scraps,18
Gladiator sword
,Imperial steel,30
,Goldrune,18
,Zarosian insignia,16
Funerary urn of blood
,Soapstone,30
,Tyrian purple,14
,Blood of Orcus,20
Funerary urn of miasma
,Soapstone,30
,Tyrian purple,14
,Ancient vis,20
Model chariot
,Vellum,12
,Imperial steel,18
,Goldrune,20
,Zarosian insignia,14
'The Serpent's Fall' carving
,Vellum,16
,Tyrian purple,24
,Blood of Orcus,12
,White oak,12
Chaos star
,Chaotic brimstone,28
,Hellfire metal,36
Spiked dog collar
,Third Age iron,24
,Leather scraps,24
,Chaotic brimstone,16
Bronze Dominion medal
,Everlight silvthril,36
,Star of Saradomin,26
,Bronze bar,1
Silver Dominion medal
,Everlight silvthril,36
,Star of Saradomin,26
,Silver bar,1
Dominion torch
,Goldrune,12
,Orthenglass,12
,Everlight silvthril,20
,Star of Saradomin,18
Ikovian gerege
,Third Age iron,36
,Wings of War,30
Toy glider
,Stormguard steel,36
,White oak,30
Toy war golem
,Third Age iron,36
,White oak,30
,Clockwork,1
Ceremonial dragonkin device
,Orthenglass,66
Decorative vase
,White marble,36
,Cobalt blue,30
Kantharos cup
,Everlight silvthril,30
,Orthenglass,36
,Sapphire,1
Patera bowl
,Keramos,36
,Goldrune,30
,Sapphire,1
Ceremonial mace
,Imperial steel,20
,Third Age iron,20
,Goldrune,28
Pontifex Maximus figurine
,Zarosian insignia,24
,Ancient vis,16
,Goldrune,28
,Dragonstone,1
'Consensus ad Idem' painting
,White oak,10
,Samite silk,10
,Tyrian purple,50
Wingsuit v1
,Samite silk,40
,Leather scraps,20
,Stormguard steel,9
,Armadylean yellow,1
Avian song egg player
,Stormguard steel,36
,Armadylean yellow,32
,Diamond,1
Keshik drum
,Wings of War,16
,Animal furs,16
,White oak,20
,Leather scraps,16
Morin khuur
,Armadylean yellow,36
,White oak,32
Ekeleshuun blinder mask
,Vulcanised rubber,24
,Malachite green,20
,Vellum,24
Narogoshuun 'Hob da Gob' ball
,Vulcanised rubber,36
,Mark of the Kyzaj,32
Rekeshuun war tether
,Warforged bronze,20
,Vulcanised rubber,22
,Leather scraps,26
Aviansie dreamcoat
,Armadylean yellow,20
,Samite silk,30
,Animal furs,22
Ceremonial plume
,Armadylean yellow,38
,Goldrune,34
,Phoenix feather,1
Peacocking parasol
,Armadylean yellow,22
,Samite silk,30
,White oak,20
Ogre Kyzaj axe
,Warforged bronze,28
,Mark of the Kyzaj,20
,Fossilised bone,24
Ork cleaver sword
,Warforged bronze,36
,Fossilised bone,36
Larupia trophy
,Cadmium red,18
,Animal furs,28
,Orthenglass,26
Lion trophy
,Cadmium red,18
,Animal furs,28
,White oak,26
She wolf trophy
,Chaotic brimstone,26
,Cadmium red,18
,Animal furs,28
Pontifex censer
,Third Age iron,20
,Ancient vis,20
,Goldrune,32
,Dragonstone,1
Pontifex crozier
,Imperial steel,20
,Zarosian insignia,20
,Goldrune,32
Pontifex mitre
,Samite silk,32
,Ancient vis,20
,Zarosian insignia,20
Thorobshuun battle standard
,Mark of the Kyzaj,16
,Malachite green,22
,White oak,16
,Samite silk,20
Yurkolgokh stink grenade
,Yu'biusk clay,38
,Vulcanised rubber,36
,Weapon poison (3),1
Dominarian device
,Everlight silvthril,30
,Keramos,22
,Third Age iron,22
,Clockwork,1
Fishing trident
,Star of Saradomin,22
,Third Age iron,30
,Goldrune,22
Hawkeye lens multi vision scope
,Stormguard steel,40
,Orthenglass,34
Talon 3 razor wing
,Aetherium alloy,40
,Wings of War,34
,Rope,1
'Exsanguinate' spell scroll
,Vellum,40
,Blood of Orcus,36
Necromantic focus
,Imperial steel,20
,Blood of Orcus,26
,Ancient vis,30
High priest crozier
,Mark of the Kyzaj,26
,Malachite green,24
,Goldrune,28
High priest mitre
,Mark of the Kyzaj,26
,Malachite green,24
,Samite silk,28
High priest orb
,Mark of the Kyzaj,26
,Malachite green,24
,Goldrune,28
'Torment' metal sculpture
,Eye of Dagon,20
,Third Age iron,20
,Hellfire metal,38
'Pandemonium' tapestry
,White oak,12
,Samite silk,12
,Vellum,12
,Cadmium red,42
Ceremonial dragonkin tablet
,Orthenglass,79
Pasaha
,Felt,40
,Goldrune,38
Ritual bell
,Goldrune,40
,Compass rose,38
Prototype gravimeter
,Quintessence,34
,Leather scraps,20
,Third Age iron,26
Songbird recorder
,Stormguard steel,44
,Orthenglass,36
,Diamond,1
Amphora
,Everlight silvthril,34
,Keramos,46
Rod of Asclepius
,White marble,30
,Star of Saradomin,24
,Goldrune,26
Zarosian ewer
,Third Age iron,52
,Zarosian insignia,30
Zarosian stein
,Third Age iron,16
,Imperial steel,36
,Zarosian insignia,30
Beastkeeper helm
,Warforged bronze,16
,Vulcanised rubber,24
,Animal furs,20
,Fossilised bone,24
Idithuun horn ring
,Yu'biusk clay,40
,Vulcanised rubber,44
'Nosorog!' sculpture
,Yu'biusk clay,30
,Malachite green,24
,Warforged bronze,30
Dayguard shield
,Stormguard steel,36
,Wings of War,28
,White oak,20
Stormguard gerege
,Stormguard steel,36
,Wings of War,28
,Goldrune,20
Kilaya
,Dragon metal,46
,Compass rose,40
Vazara
,Dragon metal,30
,Compass rose,28
,Goldrune,28
Ourg megahitter
,White oak,20
,Leather scraps,20
,Orthenglass,26
,Malachite green,22
Ourg tower/goblin cower shield
,Mark of the Kyzaj,20
,Third Age iron,26
,Leather scraps,22
,White oak,20
Garagorshuun anchor
,Warforged bronze,32
,Mark of the Kyzaj,26
,Third Age iron,30
Golem heart
,Aetherium alloy,34
,Quintessence,24
,Orthenglass,16
,Soapstone,16
Golem instruction
,Quintessence,46
,Vellum,44
,Black mushroom ink,1
Hellfire haladie
,Hellfire metal,44
,Third Age iron,26
,Leather scraps,20
Hellfire katar
,Hellfire metal,50
,Leather scraps,40
Hellfire zaghnal
,Hellfire metal,38
,White oak,26
,Orthenglass,26
Death mask
,Orgone,56
,Soapstone,34
Dragonkin calendar
,Orgone,34
,Carbon black,28
,Compass rose,28
Dragonkin staff
,Orgone,56
,Compass rose,34
Dorgeshuun spear
,Warforged bronze,50
,White oak,42
'Forged in War' sculpture
,Warforged bronze,50
,Yu'biusk clay,42
,Emerald,1
Kopis dagger
,Everlight silvthril,50
,Leather scraps,42
Xiphos short sword
,Everlight silvthril,46
,Leather scraps,46
'Smoke Cloud' spell scroll
,Vellum,40
,Ancient vis,20
,Blood of Orcus,32
Vigorem vial
,Imperial steel,54
,Ancient vis,38
,Molten glass,1
Dragon scalpel
,Dragon metal,52
,Felt,42
Protective goggles
,Felt,42
,Orthenglass,52
Dragon burner
,Dragon metal,52
,Orgone,42
Orthenglass flask
,Dragon metal,34
,Orthenglass,60
Blackfire lance
,Aetherium alloy,50
,Quintessence,46
Nightguard shield
,Stormguard steel,30
,Wings of War,36
,White oak,30
Huzamogaarb chaos crown
,Warforged bronze,44
,Third Age iron,34
,Eye of Dagon,20
Saragorgak star crown
,Warforged bronze,44
,Third Age iron,34
,Star of Saradomin,20
'Possession' metal sculpture
,Eye of Dagon,24
,Chaotic brimstone,30
,Third Age iron,44
Trishula
,Hellfire metal,48
,Eye of Dagon,30
,Third Age iron,20
Tsutsaroth piercing
,Hellfire metal,44
,Chaotic brimstone,30
,Cadmium red,24
'Hallowed Be the Everlight' painting
,Cobalt blue,52
,White oak,16
,Samite silk,16
,Vellum,16
'The Lord of Light' painting
,Cobalt blue,52
,White oak,16
,Samite silk,16
,Vellum,16
'The Pride of Padosan' painting
,Cobalt blue,52
,White oak,16
,Samite silk,16
,Vellum,16
Meditation pipe
,Orgone,60
,Dragon metal,40
Personal totem
,Orgone,48
,Carbon black,26
,Compass rose,26
Singing bowl
,Orgone,60
,Dragon metal,40
Ancient magic tablet
,Ancient vis,40
,Blood of Orcus,64
'Animate Dead' spell scroll
,Vellum,40
,Ancient vis,24
,Blood of Orcus,40
Portable phylactery
,Imperial steel,48
,Blood of Orcus,36
,Ancient vis,20
Lingam stone
,Orgone,44
,Carbon black,30
,Compass rose,32
Master control
,Orgone,30
,Carbon black,32
,Compass rose,44
'The Enlightened Soul' scroll
,Star of Saradomin,50
,Vellum,60
'The Eudoxian Elements' tablet
,White marble,60
,Goldrune,50
Drogokishuun hook sword
,Warforged bronze,44
,Malachite green,36
,Fossilised bone,32
Hobgoblin mansticker
,Warforged bronze,66
,Fossilised bone,46
Chaos Elemental trophy
,Chaotic brimstone,52
,White oak,30
,Hellfire metal,30
Virius trophy
,Demonhide,44
,White oak,34
,Orthenglass,34
Flat cap
,Armadylean yellow,60
,Samite silk,54
Night owl flight goggles
,Armadylean yellow,44
,Leather scraps,40
,Orthenglass,30
Prototype godbow
,Aetherium alloy,50
,Quintessence,34
,Wings of War,34
Prototype godstaff
,Aetherium alloy,50
,Quintessence,34
,Wings of War,34
Prototype godsword
,Aetherium alloy,50
,Wings of War,34
,Goldrune,34
Xolo hard hat
,Goldrune,54
,Dragon metal,66
Xolo pickaxe
,Goldrune,36
,Dragon metal,50
,Orgone,34
Praetorian hood
,Ancient vis,36
,Samite silk,48
,Zarosian insignia,40
,Death rune,30
Praetorian robes
,Ancient vis,30
,Samite silk,54
,Zarosian insignia,40
,Death rune,50
Praetorian staff
,Imperial steel,36
,Ancient vis,58
,Zarosian insignia,30
,Death rune,100
Kal i kra chieftain crown
,Yu'biusk clay,66
,Animal furs,60
Kal i kra mace
,Vulcanised rubber,42
,Third Age iron,44
,Fossilised bone,40
Kal i kra warhorn
,Vulcanised rubber,44
,Fossilised bone,42
,Animal furs,40
Spear of Annihilation
,Vulcanised rubber,500
,Malachite green,500
,Goldrune,500
Tsutsaroth helm
,Hellfire metal,50
,Eye of Dagon,40
,Goldrune,40
Tsutsaroth pauldron
,Hellfire metal,40
,Goldrune,50
,Eye of Dagon,40
Tsutsaroth urumi
,Hellfire metal,50
,Eye of Dagon,40
,Third Age iron,40
Doru spear
,Everlight silvthril,70
,White oak,62
Kontos lance
,Everlight silvthril,70
,Samite silk,62
Chuluu stone
,Aetherium alloy,40
,Quintessence,30
,Soapstone,40
,Goldrune,24
Quintessence counter
,Quintessence,54
,Stormguard steel,40
,White oak,40
Spherical astrolabe
,Aetherium alloy,46
,Armadylean yellow,40
,Orthenglass,48
Ancient globe
,White oak,20
,Tyrian purple,54
,Ancient vis,60
Battle plans
,Vellum,40
,Tyrian purple,60
,Ancient vis,34
'Prima Legio' painting
,White oak,20
,Samite silk,20
,Tyrian purple,74
,Zarosian insignia,20
'Da Boss Man' sculpture
,Yu'biusk clay,50
,Malachite green,44
,Soapstone,44
Horogothgar cooking pot
,Yu'biusk clay,60
,Malachite green,38
,Soapstone,40
Xolo shield
,Goldrune,52
,Orgone,44
,Felt,42
Xolo spear
,Dragon metal,74
,Orgone,64
Gold dish
,Goldrune,86
,Dragon metal,54
'Raksha' idol
,Orgone,56
,Dragon metal,44
,Goldrune,40
All Artefacts
Venator dagger,2
Venator light crossbow,2
Primis Elementis standard,2
Legionary gladius,2
Legionary square shield,2
Zaros effigy,2
Zarosian training dummy,3
Legatus Maximus figurine,4
'Solem in Umbra' painting,3
Ancient timepiece,5
Legatus pendant,4
'Incite Fear' spell scroll,5
Pontifex signet ring,4
Ceremonial mace,3
Pontifex Maximus figurine,3
'Consensus ad Idem' painting,3
Pontifex censer,3
Pontifex crozier,3
Pontifex mitre,3
'Exsanguinate' spell scroll,5
Necromantic focus,4
Zarosian ewer,2
Zarosian stein,2
'Smoke Cloud' spell scroll,5
Vigorem vial,2
Ancient magic tablet,3
'Animate Dead' spell scroll,5
Portable phylactery,4
Praetorian hood,3
Praetorian robes,2
Praetorian staff,3
Ancient globe,2
Battle plans,2
'Prima Legio' painting,3
Hookah pipe,3
Opulent wine goblet,4
Crest of Dagon,7
'Disorder' painting,3
Imp mask,3
Lesser demon mask,3
Greater demon mask,3
Order of Dis robes,2
Ritual dagger,4
Branding iron,2
Manacles,2
'The Lake of Fire' painting,3
'Lust' metal sculpture,3
Chaos star,4
Spiked dog collar,3
Larupia trophy,2
Lion trophy,2
She wolf trophy,2
'Torment' metal sculpture,2
'Pandemonium' tapestry,3
Hellfire haladie,2
Hellfire katar,4
Hellfire zaghnal,2
'Possession' metal sculpture,2
Trishula,2
Tsutsaroth piercing,2
Chaos Elemental trophy,2
Virius trophy,2
Tsutsaroth helm,3
Tsutsaroth pauldron,2
Tsutsaroth urumi,2
'Frying pan',3
Hallowed lantern,4
Ceremonial unicorn ornament,3
Ceremonial unicorn saddle,2
Everlight harp,4
Everlight trumpet,4
Everlight violin,3
Folded arm figurine (female),2
Folded arm figurine (male),2
Dominion discus,2
Dominion javelin,2
Dominion pelte shield,2
Bronze Dominion medal,3
Silver Dominion medal,3
Dominion torch,5
Decorative vase,2
Kantharos cup,3
Patera bowl,2
Dominarian device,3
Fishing trident,3
Amphora,2
Rod of Asclepius,4
Kopis dagger,2
Xiphos short sword,2
'Hallowed Be the Everlight' painting,4
'The Lord of Light' painting,3
'The Pride of Padosan' painting,3
'The Enlightened Soul' scroll,3
'The Eudoxian Elements' tablet,3
Doru spear,2
Kontos lance,2
Apex cap,2
Curse tablet,2
Funerary urn of shadow,3
Infula robes,2
Funerary urn of smoke,3
Hand of the Ancients,2
Decorative amphora,2
Funerary urn of ice,3
Loarnab rod,2
Inquisitor's ceremonial armour,2
Inquisitor's ceremonial mask,2
Inquisitor's seal,2
Gladiator helmet,2
Gladiator sword,2
Funerary urn of blood,3
Funerary urn of miasma,2
Model chariot,2
'The Serpent's Fall' carving,2
Ikovian gerege,4
Toy glider,2
Toy war golem,2
Avian song egg player,3
Keshik drum,3
Morin khuur,3
Aviansie dreamcoat,3
Ceremonial plume,3
Peacocking parasol,2
Hawkeye lens multi vision scope,2
Talon 3 razor wing,2
Prototype gravimeter,2
Songbird recorder,3
Dayguard shield,2
Stormguard gerege,3
Golem heart,3
Golem instruction,5
Blackfire lance,2
Nightguard shield,2
Flat cap,3
Night owl flight goggles,2
Prototype godbow,2
Prototype godstaff,2
Prototype godsword,4
Chuluu stone,4
Quintessence counter,2
Spherical astrolabe,2
Ekeleshuun blinder mask,3
Narogoshuun 'Hob da Gob' ball,2
Rekeshuun war tether,2
Ogre Kyzaj axe,2
Ork cleaver sword,2
Thorobshuun battle standard,3
Yurkolgokh stink grenade,2
High priest crozier,3
High priest mitre,4
High priest orb,3
Beastkeeper helm,3
Idithuun horn ring,2
'Nosorog!' sculpture,2
Ourg megahitter,3
Ourg tower/goblin cower shield,2
Garagorshuun anchor,3
Dorgeshuun spear,4
'Forged in War' sculpture,3
Huzamogaarb chaos crown,3
Saragorgak star crown,3
Drogokishuun hook sword,2
Hobgoblin mansticker,2
Kal i kra chieftain crown,3
Kal i kra mace,2
Kal i kra warhorn,2
'Da Boss Man' sculpture,4
Horogothgar cooking pot,2
Pasaha,3
Ritual bell,2
Kilaya,2
Vazara,2
Death mask,3
Dragonkin calendar,2
Dragonkin staff,2
Dragon scalpel,3
Protective goggles,3
Dragon burner,6
Orthenglass flask,4
Meditation pipe,2
Personal totem,2
Singing bowl,3
Lingam stone,3
Master control,3
Xolo hard hat,2
Xolo pickaxe,2
Xolo shield,2
Xolo spear,2
Gold dish,3
'Raksha' idol,3
Materials Needed
Third Age iron,2186
Zarosian insignia,950
Samite silk,1710
Imperial steel,1032
White oak,1898
Goldrune,3420
Ancient vis,2050
Tyrian purple,1006
Dragonstone,14
Vellum,1552
Blood of Orcus,1294
Molten glass,2
Death rune,490
Orthenglass,1344
Cadmium red,464
Leather scraps,1022
Chaotic brimstone,550
Demonhide,196
Eye of Dagon,640
Hellfire metal,1294
Ruby,7
Animal furs,602
White marble,564
Keramos,536
White candle,4
Cobalt blue,684
Everlight silvthril,1268
Star of Saradomin,790
Bronze bar,3
Silver bar,3
Sapphire,5
Clockwork,5
Soapstone,1058
Wings of War,720
Stormguard steel,712
Armadylean yellow,770
Diamond,6
Phoenix feather,3
Aetherium alloy,934
Rope,2
Quintessence,826
Black mushroom ink,5
Vulcanised rubber,592
Malachite green,804
Mark of the Kyzaj,530
Warforged bronze,1206
Fossilised bone,512
Yu'biusk clay,860
Weapon poison (3),2
Emerald,3
Felt,456
Compass rose,616
Dragon metal,1630
Orgone,1670
Carbon black,294
